_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,crowd_ans,crowd_ans_gold,gt,gt_conf,plot,question_n,v1,v10,v2,v3,v4,v5,v6,v7,v8,v9
2171270762,2/24/2019 22:25:48,false,4557586226,,2/24/2019 22:24:25,false,elite,1.0,41619660,,,"",193.37.252.139,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:26:52,false,4557588077,,2/24/2019 22:24:39,false,clixsense,1.0,44825691,VNM,44,Hanoi,113.23.91.33,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:27:11,false,4557588612,,2/24/2019 22:25:20,false,clixsense,1.0,16712241,VEN,15,Aragüita,190.39.128.42,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:27:19,false,4557588860,,2/24/2019 22:24:45,false,keeprewarding,1.0,44038269,CRI,04,Heredia,190.113.110.75,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:27:23,false,4557588993,,2/24/2019 22:24:51,false,clixsense,1.0,11582908,SRB,00,Belgrade,93.86.237.116,I don't know,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:28:37,false,4557591353,,2/24/2019 22:25:22,false,clixsense,1.0,44804227,VEN,"","",190.36.162.114,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:28:44,false,4557591567,,2/24/2019 22:26:49,false,elite,1.0,37952287,SRB,00,Belgrade,87.116.179.253,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:28:47,false,4557591681,,2/24/2019 22:26:03,false,elite,1.0,39404795,EGY,11,Cairo,41.237.48.132,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:28:50,false,4557591786,,2/24/2019 22:26:59,false,clixsense,1.0,16741266,ESP,59,Bilbao,80.103.137.19,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:29:23,false,4557592670,,2/24/2019 22:26:29,false,neodev,1.0,44884270,VEN,16,Alto De Los Godos,186.89.171.70,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:29:30,false,4557592919,,2/24/2019 22:26:22,false,elite,1.0,44851371,ITA,06,Udine,93.41.3.44,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:29:48,false,4557593608,,2/24/2019 22:27:01,false,neodev,1.0,39237911,COL,02,Medellin,181.141.35.35,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:31:06,false,4557595569,,2/24/2019 22:26:50,false,elite,1.0,44406596,SRB,02,Novi Sad,178.221.0.162,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171270762,2/24/2019 22:31:19,false,4557595920,,2/24/2019 22:26:12,false,neodev,1.0,45131917,VEN,"","",190.199.218.90,Skate Kitchen,,Skate Kitchen,Mid90s,"Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.Camille's life as a lonely suburban teenager changes dramatically when she befriends a group of girl skateboarders. As she journeys deeper into this raw New York City subculture, she begins to understand the true meaning of friendship as well as her inner self.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Skate Kitchen,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
